Training Days,Prediction,Actual,Accurate
8703.36,Rose,Fell,0
8626.47,Rose,Rose,1
8722.26,Fell,Fell,1
8658.94,Rose,Fell,0
8388.11,Rose,Rose,1
8428.17,Fell,Fell,1
8327.36,Rose,Rose,1
8588.42,Fell,Rose,0
8895.78,Fell,Rose,0
9385.69,Fell,Fell,1
9279.81,Rose,Rose,1
9502.37,Fell,Fell,1
9333.77,Rose,Rose,1
9378.09,Fell,Fell,1
9314.56,Rose,Fell,0
9162.14,Rose,Stayed,0
9162.14,Stayed,Rose,0
9614.9,Fell,Rose,0
9755.66,Fell,Rose,0
9807.54,Fell,Rose,0
9907.12,Fell,Rose,0
10162.41,Fell,Fell,1
9854.79,Rose,Rose,1
10275.38,Fell,Rose,0
10354.3,Fell,Fell,1
10242.43,Rose,Rose,1
10368.53,Fell,Fell,1
9904.17,Rose,Rose,1
9937.67,Fell,Fell,1
9703.93,Rose,Rose,1
10180.65,Fell,Fell,1
9604.72,Rose,Rose,1
9606.86,Fell,Rose,0
9696.58,Fell,Fell,1
9669.63,Rose,Rose,1
9989.39,Fell,Fell,1
9663.75,Rose,Fell,0
9309.15,Rose,Fell,0
8785.52,Rose,Rose,1
8804.72,Fell,Fell,1
8712.35,Rose,Fell,0
8534.17,Rose,Rose,1
8912.82,Fell,Stayed,0
8912.82,Stayed,Fell,0
8754.34,Rose,Rose,1
8758.9,Fell,Rose,0
9067.39,Fell,Rose,0
9155.89,Fell,Fell,1
8898.63,Rose,Fell,0
8039.38,Rose,Fell,0
7931.94,Rose,Fell,0
7885.46,Rose,Rose,1
7936.65,Fell,Fell,1
4830.21,Rose,Rose,1
5609.03,Fell,Fell,1
5166.26,Rose,Rose,1
5348.44,Fell,Fell,1
5026.35,Rose,Rose,1
5357.61,Fell,Rose,0
5410.23,Fell,Rose,0
6195.2,Fell,Rose,0
6226.44,Fell,Fell,1
6189.85,Rose,Fell,0
5822.62,Rose,Rose,1
6502.16,Fell,Rose,0
6768.49,Fell,Fell,1
6698.46,Rose,Rose,1
6763.75,Fell,Fell,1
6369.09,Rose,Fell,0
6260.95,Rose,Fell,0
5885.41,Rose,Rose,1
6405.29,Fell,Rose,0
6428.28,Fell,Rose,0
6652.87,Fell,Rose,0
6809.11,Fell,Fell,1
6741.67,Rose,Rose,1
6871.69,Fell,Fell,1
6777.44,Rose,Rose,1
7343.2,Fell,Fell,1
7205.55,Rose,Rose,1
7365.03,Fell,Fell,1
7293.69,Rose,Fell,0
6873.24,Rose,Rose,1
6891.6,Fell,Rose,0
6915.37,Fell,Fell,1
6857.66,Rose,Rose,1
6871.95,Fell,Fell,1
6623.8,Rose,Rose,1
7112.27,Fell,Fell,1
7034.89,Rose,Rose,1
7259.36,Fell,Fell,1
7130.04,Rose,Fell,0
6840.24,Rose,Rose,1
6852.52,Fell,Rose,0
7130.99,Fell,Rose,0
7477.6,Fell,Rose,0
7507.08,Fell,Rose,0
7549.52,Fell,Rose,0
7699.27,Fell,Rose,0
7790.66,Fell,Fell,1
7765.33,Rose,Rose,1
8777.63,Fell,Fell,1
8628.77,Rose,Rose,1
8824.66,Fell,Rose,0
8973.82,Fell,Fell,1
8903.95,Rose,Fell,0
8885.93,Rose,Rose,1
9030.96,Fell,Rose,0
9170.79,Fell,Rose,0
10002.48,Fell,Fell,1
9821.8,Rose,Fell,0
9527.39,Rose,Fell,0
8754.46,Rose,Fell,0
8617.25,Rose,Rose,1
8814.53,Fell,Rose,0
9305.93,Fell,Rose,0
9790.31,Fell,Fell,1
9303.59,Rose,Rose,1
9385.7,Fell,Rose,0
9669.4,Fell,Rose,0
9719.37,Fell,Rose,0
9785.74,Fell,Fell,1
9510.67,Rose,Fell,0
9057.57,Rose,Rose,1
9167.26,Fell,Rose,0
9178.32,Fell,Fell,1
8730.73,Rose,Rose,1
8899.66,Fell,Fell,1
8842.85,Rose,Rose,1
9197.54,Fell,Rose,0
9569.21,Fell,Fell,1
9425.98,Rose,Rose,1
9698.1,Fell,Fell,1
9450.84,Rose,Rose,1
10204.23,Fell,Fell,1
9525.57,Rose,Rose,1
9658.04,Fell,Rose,0
9794.56,Fell,Fell,1
9623.75,Rose,Rose,1
9670.43,Fell,Rose,0
9753.85,Fell,Rose,0
9782.59,Fell,Fell,1
9775.15,Rose,Rose,1
9892.13,Fell,Fell,1
9286.42,Rose,Rose,1
9459.97,Fell,Rose,0
9473.5,Fell,Fell,1
9330.07,Rose,Rose,1
9426.7,Fell,Rose,0
9526.0,Fell,Fell,1
9454.81,Rose,Fell,0
9380.03,Rose,Fell,0
9300.15,Rose,Rose,1
9357.43,Fell,Fell,1
9284.78,Rose,Rose,1
9691.9,Fell,Fell,1
9621.49,Rose,Fell,0
9276.58,Rose,Fell,0
9240.85,Rose,Fell,0
9154.45,Rose,Fell,0
9004.23,Rose,Rose,1
9127.47,Fell,Rose,0
9185.35,Fell,Fell,1
9133.97,Rose,Rose,1
9236.38,Fell,Fell,1
9087.98,Rose,Fell,0
9072.42,Rose,Rose,1
9131.31,Fell,Fell,1
9089.09,Rose,Rose,1
9348.91,Fell,Fell,1
9256.23,Rose,Rose,1
9440.07,Fell,Fell,1
9238.04,Rose,Rose,1
9287.4,Fell,Fell,1
9235.96,Rose,Rose,1
9295.9,Fell,Fell,1
9238.13,Rose,Rose,1
9254.52,Fell,Fell,1
9193.51,Rose,Fell,0
9131.0,Rose,Rose,1
9154.19,Fell,Rose,0
9174.71,Fell,Rose,0
9214.66,Fell,Fell,1
9163.87,Rose,Rose,1
9392.66,Fell,Rose,0
9537.4,Fell,Rose,0
9613.11,Fell,Fell,1
9551.28,Rose,Rose,1
9707.5,Fell,Rose,0
9938.83,Fell,Rose,0
11042.4,Fell,Fell,1
10934.94,Rose,Rose,1
11102.67,Fell,Rose,0
11114.93,Fell,Rose,0
11343.88,Fell,Rose,0
11823.69,Fell,Fell,1
11077.77,Rose,Rose,1
11242.57,Fell,Fell,1
11194.25,Rose,Rose,1
11750.28,Fell,Rose,0
11772.94,Fell,Fell,1
11605.6,Rose,Rose,1
11767.6,Fell,Fell,1
11684.06,Rose,Rose,1
11893.03,Fell,Fell,1
11392.43,Rose,Rose,1
11573.11,Fell,Rose,0
11777.43,Fell,Fell,1
11774.38,Rose,Rose,1
11873.98,Fell,Rose,0
11914.01,Fell,Rose,0
12293.72,Fell,Fell,1
11969.53,Rose,Fell,0
11734.0,Rose,Rose,1
11865.82,Fell,Fell,1
11522.8,Rose,Rose,1
11683.44,Fell,Fell,1
11653.02,Rose,Rose,1
11763.93,Fell,Fell,1
11337.4,Rose,Rose,1
11467.37,Fell,Fell,1
11302.01,Rose,Rose,1
11534.75,Fell,Fell,1
11481.64,Rose,Rose,1
11707.78,Fell,Fell,1
11659.57,Rose,Rose,1
11923.25,Fell,Fell,1
11397.44,Rose,Fell,0
10187.51,Rose,Rose,1
10467.89,Fell,Fell,1
10159.62,Rose,Rose,1
10254.93,Fell,Rose,0
10367.74,Fell,Fell,1
10121.52,Rose,Rose,1
10227.83,Fell,Rose,0
10352.66,Fell,Rose,0
10395.44,Fell,Rose,0
10446.44,Fell,Fell,1
10330.77,Rose,Rose,1
10674.64,Fell,Rose,0
10785.62,Fell,Rose,0
10948.43,Fell,Fell,1
10943.89,Rose,Fell,0
10931.79,Rose,Rose,1
11081.43,Fell,Fell,1
10919.65,Rose,Fell,0
10430.46,Rose,Rose,1
10532.22,Fell,Fell,1
10234.48,Rose,Rose,1
10732.43,Fell,Fell,1
10692.84,Rose,Rose,1
10732.4,Fell,Rose,0
10774.24,Fell,Fell,1
10692.33,Rose,Rose,1
10840.8,Fell,Fell,1
10777.92,Rose,Fell,0
10619.24,Rose,Fell,0
10575.06,Rose,Fell,0
10551.77,Rose,Rose,1
10673.46,Fell,Rose,0
10788.56,Fell,Fell,1
10603.74,Rose,Rose,1
10670.8,Fell,Rose,0
10923.3,Fell,Rose,0
11063.19,Fell,Rose,0
11302.67,Fell,Rose,0
11376.61,Fell,Rose,0
11540.04,Fell,Fell,1
11428.24,Rose,Rose,1
11431.32,Fell,Rose,0
11503.73,Fell,Fell,1
11327.57,Rose,Rose,1
11366.51,Fell,Rose,0
11508.2,Fell,Rose,0
11758.16,Fell,Rose,0
11925.46,Fell,Rose,0
12831.56,Fell,Rose,0
12990.25,Fell,Fell,1
12944.52,Rose,Rose,1
13128.46,Fell,Fell,1
13036.77,Rose,Rose,1
13076.37,Fell,Rose,0
13651.47,Fell,Fell,1
13289.0,Rose,Rose,1
13458.66,Fell,Rose,0
13564.72,Fell,Rose,0
13810.32,Fell,Fell,1
13758.88,Rose,Fell,0
13575.17,Rose,Rose,1
14023.31,Fell,Rose,0
14155.59,Fell,Rose,0
15591.39,Fell,Rose,0
15595.77,Fell,Fell,1
14839.84,Rose,Rose,1
15490.6,Fell,Fell,1
15328.53,Rose,Fell,0
15317.04,Rose,Rose,1
15708.65,Fell,Rose,0
16295.57,Fell,Rose,0
16339.33,Fell,Fell,1
16091.07,Rose,Fell,0
15968.16,Rose,Rose,1
16725.15,Fell,Rose,0
17679.72,Fell,Rose,0
17798.45,Fell,Rose,0
17820.57,Fell,Rose,0
18687.45,Fell,Rose,0
18699.75,Fell,Fell,1
18422.28,Rose,Fell,0
18398.91,Rose,Rose,1
19172.52,Fell,Fell,1
18739.8,Rose,Fell,0
17151.44,Rose,Fell,0
17138.87,Rose,Rose,1
17732.42,Fell,Rose,0
18191.6,Fell,Rose,0
19709.73,Fell,Fell,1
18792.52,Rose,Rose,1
19226.97,Fell,Rose,0
19454.54,Fell,Fell,1
18670.49,Rose,Rose,1
19155.06,Fell,Rose,0
19377.66,Fell,Fell,1
19181.41,Rose,Fell,0
18318.87,Rose,Rose,1
18554.15,Fell,Fell,1
18247.76,Rose,Fell,0
18029.36,Rose,Rose,1
18803.44,Fell,Rose,0
19164.48,Fell,Rose,0
19276.59,Fell,Rose,0
19439.75,Fell,Rose,0
21379.48,Fell,Rose,0
22847.46,Fell,Rose,0
23150.79,Fell,Rose,0
23869.92,Fell,Fell,1
23490.58,Rose,Fell,0
22745.48,Rose,Rose,1
23824.99,Fell,Fell,1
23253.37,Rose,Rose,1
23715.53,Fell,Rose,0
24693.58,Fell,Rose,0
26443.21,Fell,Fell,1
26246.58,Rose,Rose,1
27036.69,Fell,Rose,0
27376.37,Fell,Rose,0
28856.59,Fell,Rose,0
28982.56,Fell,Rose,0
29393.75,Fell,Rose,0
32195.46,Fell,Rose,0
33000.78,Fell,Fell,1
32035.03,Rose,Rose,1
34046.67,Fell,Rose,0
36860.41,Fell,Rose,0
39486.04,Fell,Rose,0
40670.25,Fell,Fell,1
40240.72,Rose,Fell,0
38240.09,Rose,Fell,0
35544.94,Rose,Fell,0
34011.82,Rose,Rose,1
37393.13,Fell,Rose,0
39158.47,Fell,Fell,1
36828.52,Rose,Fell,0
36065.2,Rose,Fell,0
35793.01,Rose,Rose,1
36632.35,Fell,Fell,1
36020.13,Rose,Fell,0
35538.98,Rose,Fell,0
30797.88,Rose,Rose,1
33002.38,Fell,Fell,1
32099.74,Rose,Rose,1
32276.84,Fell,Fell,1
32243.26,Rose,Rose,1
32541.8,Fell,Fell,1
30419.17,Rose,Rose,1
33403.17,Fell,Rose,0
34314.26,Fell,Rose,0
34318.1,Fell,Fell,1
33136.46,Rose,Rose,1
33522.9,Fell,Rose,0
35529.66,Fell,Rose,0
37676.25,Fell,Fell,1
37002.09,Rose,Rose,1
38278.61,Fell,Rose,0
39323.26,Fell,Fell,1
38928.1,Rose,Rose,1
46364.3,Fell,Rose,0
46589.58,Fell,Fell,1
44878.17,Rose,Rose,1
48013.38,Fell,Fell,1
47471.4,Rose,Fell,0
47185.19,Rose,Rose,1
48720.37,Fell,Fell,1
47951.85,Rose,Rose,1
49160.1,Fell,Rose,0
52118.23,Fell,Fell,1
51608.15,Rose,Rose,1
55916.5,Fell,Rose,0
56001.2,Fell,Rose,0
57487.86,Fell,Fell,1
54123.4,Rose,Fell,0
48880.43,Rose,Rose,1
50624.84,Fell,Fell,1
46800.42,Rose,Fell,0
46340.31,Rose,Fell,0
46155.87,Rose,Fell,0
45113.92,Rose,Rose,1
49618.43,Fell,Fell,1
48356.04,Rose,Rose,1
50477.7,Fell,Fell,1
48448.91,Rose,Rose,1
48861.38,Fell,Rose,0
48881.59,Fell,Rose,0
51169.7,Fell,Rose,0
52299.33,Fell,Rose,0
54881.52,Fell,Rose,0
55997.23,Fell,Rose,0
57764.0,Fell,Fell,1
57253.28,Rose,Rose,1
61258.73,Fell,Fell,1
59133.47,Rose,Fell,0
55754.72,Rose,Rose,1
56872.38,Fell,Rose,0
58913.0,Fell,Fell,1
57665.9,Rose,Rose,1
58075.1,Fell,Rose,0
58085.8,Fell,Fell,1
57411.17,Rose,Fell,0
54204.96,Rose,Rose,1
54477.46,Fell,Fell,1
52508.23,Rose,Fell,0
51415.92,Rose,Rose,1
55074.47,Fell,Rose,0
55863.93,Fell,Fell,1
55783.71,Rose,Rose,1
57627.67,Fell,Rose,0
58730.13,Fell,Rose,0
58735.25,Fell,Rose,0
58736.92,Fell,Rose,0
59031.32,Fell,Fell,1
57076.49,Rose,Rose,1
58206.55,Fell,Rose,0
59054.1,Fell,Fell,1
58020.46,Rose,Fell,0
55947.27,Rose,Rose,1
58048.59,Fell,Rose,0
58102.58,Fell,Rose,0
59774.0,Fell,Rose,0
59964.87,Fell,Fell,1
59834.74,Rose,Rose,1
63554.44,Fell,Fell,1
62969.12,Rose,Rose,1
63252.63,Fell,Fell,1
61455.98,Rose,Fell,0
60087.09,Rose,Fell,0
56251.48,Rose,Fell,0
55703.14,Rose,Rose,1
56507.91,Fell,Fell,1
53808.8,Rose,Fell,0
51731.71,Rose,Fell,0
51153.13,Rose,Fell,0
50110.53,Rose,Fell,0
49075.58,Rose,Rose,1
54056.64,Fell,Rose,0
55071.46,Fell,Fell,1
54884.1,Rose,Fell,0
53584.15,Rose,Rose,1
57796.62,Fell,Rose,0
57857.5,Fell,Fell,1
56610.46,Rose,Rose,1
57213.33,Fell,Fell,1
53241.72,Rose,Rose,1
57473.23,Fell,Fell,1
56428.16,Rose,Rose,1
57380.27,Fell,Rose,0
58928.81,Fell,Fell,1
58280.73,Rose,Fell,0
55883.5,Rose,Rose,1
56750.0,Fell,Fell,1
49007.09,Rose,Rose,1
49702.27,Fell,Rose,0
49922.52,Fell,Fell,1
46736.58,Rose,Fell,0
46441.64,Rose,Fell,0
43596.24,Rose,Fell,0
42912.19,Rose,Fell,0
36964.27,Rose,Rose,1
40784.32,Fell,Fell,1
37280.35,Rose,Rose,1
37528.3,Fell,Fell,1
34754.54,Rose,Rose,1
38728.59,Fell,Fell,1
38410.5,Rose,Rose,1
39266.04,Fell,Fell,1
38445.29,Rose,Fell,0
35689.62,Rose,Fell,0
34647.67,Rose,Rose,1
35684.59,Fell,Rose,0
37310.54,Fell,Fell,1
36662.64,Rose,Rose,1
37585.24,Fell,Rose,0
39188.59,Fell,Fell,1
36885.51,Rose,Fell,0
35530.38,Rose,Rose,1
35816.17,Fell,Fell,1
33514.87,Rose,Fell,0
33450.19,Rose,Rose,1
37338.36,Fell,Fell,1
36704.57,Rose,Rose,1
37313.18,Fell,Fell,1
35494.9,Rose,Rose,1
39066.82,Fell,Rose,0
40525.8,Fell,Fell,1
40188.56,Rose,Fell,0
38324.87,Rose,Fell,0
38068.04,Rose,Fell,0
35729.82,Rose,Fell,0
35524.17,Rose,Rose,1
35592.35,Fell,Fell,1
31686.55,Rose,Rose,1
32447.59,Fell,Rose,0
33674.66,Fell,Rose,0
34639.38,Fell,Fell,1
31640.58,Rose,Rose,1
32160.91,Fell,Rose,0
34644.45,Fell,Fell,1
34456.67,Rose,Rose,1
35847.7,Fell,Fell,1
35047.36,Rose,Fell,0
33536.88,Rose,Rose,1
33856.86,Fell,Rose,0
34688.98,Fell,Rose,0
35309.3,Fell,Fell,1
33747.97,Rose,Rose,1
34211.01,Fell,Fell,1
33839.04,Rose,Fell,0
32877.41,Rose,Rose,1
33818.52,Fell,Fell,1
33515.57,Rose,Rose,1
34227.64,Fell,Fell,1
33158.25,Rose,Fell,0
32686.56,Rose,Rose,1
32814.61,Fell,Fell,1
31738.59,Rose,Fell,0
31421.25,Rose,Rose,1
31520.66,Fell,Rose,0
31783.49,Fell,Fell,1
30815.94,Rose,Fell,0
29790.24,Rose,Rose,1
32118.06,Fell,Rose,0
32297.89,Fell,Rose,0
33581.63,Fell,Rose,0
34279.34,Fell,Rose,0
35365.2,Fell,Rose,0
37318.14,Fell,Rose,0
39405.95,Fell,Rose,0
40002.53,Fell,Rose,0
40005.93,Fell,Rose,0
42214.15,Fell,Fell,1
41659.06,Rose,Fell,0
40000.46,Rose,Fell,0
39193.94,Rose,Fell,0
38138.0,Rose,Rose,1
39750.14,Fell,Rose,0
40882.0,Fell,Rose,0
42825.95,Fell,Rose,0
44634.13,Fell,Fell,1
43816.14,Rose,Rose,1
46333.46,Fell,Fell,1
45608.37,Rose,Rose,1
45611.46,Fell,Fell,1
44417.78,Rose,Rose,1
47833.98,Fell,Fell,1
47112.19,Rose,Fell,0
47056.41,Rose,Fell,0
45982.55,Rose,Fell,0
44648.57,Rose,Rose,1
44777.86,Fell,Rose,0
46734.65,Fell,Rose,0
49327.75,Fell,Fell,1
48932.02,Rose,Rose,1
49335.68,Fell,Rose,0
49523.5,Fell,Fell,1
47744.58,Rose,Rose,1
48972.09,Fell,Fell,1
46962.8,Rose,Rose,1
49056.86,Fell,Fell,1
48897.65,Rose,Fell,0
48806.78,Rose,Fell,0
47074.77,Rose,Rose,1
47155.87,Fell,Rose,0
48862.76,Fell,Rose,0
49329.01,Fell,Rose,0
50035.33,Fell,Fell,1
49947.38,Rose,Rose,1
51769.06,Fell,Rose,0
52677.4,Fell,Fell,1
46809.17,Rose,Fell,0
46078.38,Rose,Rose,1
52.65259555048488